parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,idx0,idx1,idx2,inst,j,pname,pstyle,ptype,usecol,x,y,zone
pname:welgrd_inst:15_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:20_idx2:14,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,20,14,15,,welgrd,m,gr,3,,,
pname:welgrd_inst:15_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:26_idx2:10,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,26,10,15,,welgrd,m,gr,3,,,
pname:welgrd_inst:15_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:29_idx2:6,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,29,6,15,,welgrd,m,gr,3,,,
pname:welgrd_inst:15_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:34_idx2:12,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,34,12,15,,welgrd,m,gr,3,,,
pname:welgrd_inst:15_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:24_idx2:4,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,24,4,15,,welgrd,m,gr,3,,,
pname:welcst_inst:16_ptype:cn_usecol:3_pstyle:m,none,factor,0.9999999999959996,0.25,4.0,welcst,1.0,0.0,1,,,,,16,,welcst,m,cn,3,,,
pname:welgrd_inst:16_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:9_idx2:16,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,9,16,16,,welgrd,m,gr,3,,,
pname:welgrd_inst:16_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:11_idx2:13,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,11,13,16,,welgrd,m,gr,3,,,
pname:welgrd_inst:16_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:20_idx2:14,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,20,14,16,,welgrd,m,gr,3,,,
pname:welgrd_inst:16_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:26_idx2:10,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,26,10,16,,welgrd,m,gr,3,,,
pname:welgrd_inst:16_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:29_idx2:6,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,29,6,16,,welgrd,m,gr,3,,,
pname:welgrd_inst:16_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:34_idx2:12,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,34,12,16,,welgrd,m,gr,3,,,
pname:welgrd_inst:16_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:24_idx2:4,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,24,4,16,,welgrd,m,gr,3,,,
pname:welcst_inst:17_ptype:cn_usecol:3_pstyle:m,none,factor,0.9999999999959996,0.25,4.0,welcst,1.0,0.0,1,,,,,17,,welcst,m,cn,3,,,
pname:welgrd_inst:17_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:9_idx2:16,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,9,16,17,,welgrd,m,gr,3,,,
pname:welgrd_inst:17_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:11_idx2:13,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,11,13,17,,welgrd,m,gr,3,,,
pname:welgrd_inst:17_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:20_idx2:14,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,20,14,17,,welgrd,m,gr,3,,,
pname:welgrd_inst:17_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:26_idx2:10,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,26,10,17,,welgrd,m,gr,3,,,
pname:welgrd_inst:17_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:29_idx2:6,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,29,6,17,,welgrd,m,gr,3,,,
pname:welgrd_inst:17_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:34_idx2:12,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,34,12,17,,welgrd,m,gr,3,,,
pname:welgrd_inst:17_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:24_idx2:4,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,24,4,17,,welgrd,m,gr,3,,,
pname:welcst_inst:18_ptype:cn_usecol:3_pstyle:m,none,factor,0.9999999999959996,0.25,4.0,welcst,1.0,0.0,1,,,,,18,,welcst,m,cn,3,,,
pname:welgrd_inst:18_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:9_idx2:16,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,9,16,18,,welgrd,m,gr,3,,,
pname:welgrd_inst:18_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:11_idx2:13,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,11,13,18,,welgrd,m,gr,3,,,
pname:welgrd_inst:18_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:20_idx2:14,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,20,14,18,,welgrd,m,gr,3,,,
pname:welgrd_inst:18_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:26_idx2:10,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,26,10,18,,welgrd,m,gr,3,,,
pname:welgrd_inst:18_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:29_idx2:6,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,29,6,18,,welgrd,m,gr,3,,,
pname:welgrd_inst:18_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:34_idx2:12,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,34,12,18,,welgrd,m,gr,3,,,
pname:welgrd_inst:18_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:24_idx2:4,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,24,4,18,,welgrd,m,gr,3,,,
pname:welcst_inst:19_ptype:cn_usecol:3_pstyle:m,none,factor,0.9999999999959996,0.25,4.0,welcst,1.0,0.0,1,,,,,19,,welcst,m,cn,3,,,
pname:welgrd_inst:19_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:9_idx2:16,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,9,16,19,,welgrd,m,gr,3,,,
pname:welgrd_inst:19_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:11_idx2:13,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,11,13,19,,welgrd,m,gr,3,,,
pname:welgrd_inst:19_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:20_idx2:14,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,20,14,19,,welgrd,m,gr,3,,,
pname:welgrd_inst:19_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:26_idx2:10,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,26,10,19,,welgrd,m,gr,3,,,
pname:welgrd_inst:19_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:29_idx2:6,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,29,6,19,,welgrd,m,gr,3,,,
pname:welgrd_inst:19_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:34_idx2:12,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,34,12,19,,welgrd,m,gr,3,,,
pname:welgrd_inst:19_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:24_idx2:4,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,24,4,19,,welgrd,m,gr,3,,,
pname:welcst_inst:20_ptype:cn_usecol:3_pstyle:m,none,factor,0.9999999999959996,0.25,4.0,welcst,1.0,0.0,1,,,,,20,,welcst,m,cn,3,,,
pname:welgrd_inst:20_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:9_idx2:16,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,9,16,20,,welgrd,m,gr,3,,,
pname:welgrd_inst:20_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:11_idx2:13,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,11,13,20,,welgrd,m,gr,3,,,
pname:welgrd_inst:20_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:20_idx2:14,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,20,14,20,,welgrd,m,gr,3,,,
pname:welgrd_inst:20_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:26_idx2:10,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,26,10,20,,welgrd,m,gr,3,,,
pname:welgrd_inst:20_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:29_idx2:6,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,29,6,20,,welgrd,m,gr,3,,,
pname:welgrd_inst:20_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:34_idx2:12,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,34,12,20,,welgrd,m,gr,3,,,
pname:welgrd_inst:20_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:24_idx2:4,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,24,4,20,,welgrd,m,gr,3,,,
pname:welcst_inst:21_ptype:cn_usecol:3_pstyle:m,none,factor,0.9999999999959996,0.25,4.0,welcst,1.0,0.0,1,,,,,21,,welcst,m,cn,3,,,
pname:welgrd_inst:21_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:9_idx2:16,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,9,16,21,,welgrd,m,gr,3,,,
pname:welgrd_inst:21_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:11_idx2:13,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,11,13,21,,welgrd,m,gr,3,,,
pname:welgrd_inst:21_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:20_idx2:14,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,20,14,21,,welgrd,m,gr,3,,,
pname:welgrd_inst:21_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:26_idx2:10,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,26,10,21,,welgrd,m,gr,3,,,
pname:welgrd_inst:21_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:29_idx2:6,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,29,6,21,,welgrd,m,gr,3,,,
pname:welgrd_inst:21_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:34_idx2:12,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,34,12,21,,welgrd,m,gr,3,,,
pname:welgrd_inst:21_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:24_idx2:4,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,24,4,21,,welgrd,m,gr,3,,,
pname:welcst_inst:22_ptype:cn_usecol:3_pstyle:m,none,factor,0.9999999999959996,0.25,4.0,welcst,1.0,0.0,1,,,,,22,,welcst,m,cn,3,,,
pname:welgrd_inst:22_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:9_idx2:16,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,9,16,22,,welgrd,m,gr,3,,,
pname:welgrd_inst:22_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:11_idx2:13,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,11,13,22,,welgrd,m,gr,3,,,
pname:welgrd_inst:22_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:20_idx2:14,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,20,14,22,,welgrd,m,gr,3,,,
pname:welgrd_inst:22_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:26_idx2:10,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,26,10,22,,welgrd,m,gr,3,,,
pname:welgrd_inst:22_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:29_idx2:6,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,29,6,22,,welgrd,m,gr,3,,,
pname:welgrd_inst:22_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:34_idx2:12,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,34,12,22,,welgrd,m,gr,3,,,
pname:welgrd_inst:22_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:24_idx2:4,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,24,4,22,,welgrd,m,gr,3,,,
pname:welcst_inst:23_ptype:cn_usecol:3_pstyle:m,none,factor,0.9999999999959996,0.25,4.0,welcst,1.0,0.0,1,,,,,23,,welcst,m,cn,3,,,
pname:welgrd_inst:23_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:9_idx2:16,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,9,16,23,,welgrd,m,gr,3,,,
pname:welgrd_inst:23_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:11_idx2:13,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,11,13,23,,welgrd,m,gr,3,,,
pname:welgrd_inst:23_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:20_idx2:14,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,20,14,23,,welgrd,m,gr,3,,,
pname:welgrd_inst:23_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:26_idx2:10,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,26,10,23,,welgrd,m,gr,3,,,
pname:welgrd_inst:23_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:29_idx2:6,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,29,6,23,,welgrd,m,gr,3,,,
pname:welgrd_inst:23_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:34_idx2:12,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,34,12,23,,welgrd,m,gr,3,,,
pname:welgrd_inst:23_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:24_idx2:4,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,24,4,23,,welgrd,m,gr,3,,,
pname:welcst_inst:24_ptype:cn_usecol:3_pstyle:m,none,factor,0.9999999999959996,0.25,4.0,welcst,1.0,0.0,1,,,,,24,,welcst,m,cn,3,,,
pname:welgrd_inst:24_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:9_idx2:16,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,9,16,24,,welgrd,m,gr,3,,,
pname:welgrd_inst:24_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:11_idx2:13,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,11,13,24,,welgrd,m,gr,3,,,
pname:welgrd_inst:24_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:20_idx2:14,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,20,14,24,,welgrd,m,gr,3,,,
pname:welgrd_inst:24_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:26_idx2:10,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,26,10,24,,welgrd,m,gr,3,,,
pname:welgrd_inst:24_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:29_idx2:6,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,29,6,24,,welgrd,m,gr,3,,,
pname:welgrd_inst:24_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:34_idx2:12,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,34,12,24,,welgrd,m,gr,3,,,
pname:welgrd_inst:24_ptype:gr_usecol:3_pstyle:m_idx0:0_idx1:24_idx2:4,none,relative,0.0,0.0,6.0,decvars,1.0,0.0,1,,0,24,4,24,,welgrd,m,gr,3,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:0_idx1:0_idx2:15,none,factor,1.34314332950426,0.1,10.0,sfrcondgr,1.0,0.0,1,,0,0,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:1_idx1:1_idx2:15,none,factor,1.34548424544647,0.1,10.0,sfrcondgr,1.0,0.0,1,,1,1,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:2_idx1:2_idx2:15,none,factor,1.336138300312018,0.1,10.0,sfrcondgr,1.0,0.0,1,,2,2,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:3_idx1:3_idx2:15,none,factor,1.319596991272426,0.1,10.0,sfrcondgr,1.0,0.0,1,,3,3,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:4_idx1:4_idx2:15,none,factor,1.292249470670802,0.1,10.0,sfrcondgr,1.0,0.0,1,,4,4,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:5_idx1:5_idx2:15,none,factor,1.053307599454518,0.1,10.0,sfrcondgr,1.0,0.0,1,,5,5,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:6_idx1:6_idx2:15,none,factor,1.016105256676252,0.1,10.0,sfrcondgr,1.0,0.0,1,,6,6,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:7_idx1:7_idx2:15,none,factor,0.9139976076593216,0.1,10.0,sfrcondgr,1.0,0.0,1,,7,7,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:8_idx1:8_idx2:15,none,factor,0.7316233398343953,0.1,10.0,sfrcondgr,1.0,0.0,1,,8,8,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:9_idx1:9_idx2:15,none,factor,0.6857914900572069,0.1,10.0,sfrcondgr,1.0,0.0,1,,9,9,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:10_idx1:10_idx2:15,none,factor,0.6981420150524653,0.1,10.0,sfrcondgr,1.0,0.0,1,,10,10,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:11_idx1:11_idx2:15,none,factor,0.7237565880335719,0.1,10.0,sfrcondgr,1.0,0.0,1,,11,11,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:12_idx1:12_idx2:15,none,factor,0.8048998921721143,0.1,10.0,sfrcondgr,1.0,0.0,1,,12,12,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:13_idx1:13_idx2:15,none,factor,0.9317230094529236,0.1,10.0,sfrcondgr,1.0,0.0,1,,13,13,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:14_idx1:14_idx2:15,none,factor,1.011504548339341,0.1,10.0,sfrcondgr,1.0,0.0,1,,14,14,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:15_idx1:15_idx2:15,none,factor,1.025564201102637,0.1,10.0,sfrcondgr,1.0,0.0,1,,15,15,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:16_idx1:16_idx2:15,none,factor,1.03389945396758,0.1,10.0,sfrcondgr,1.0,0.0,1,,16,16,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:17_idx1:17_idx2:15,none,factor,1.016893600778944,0.1,10.0,sfrcondgr,1.0,0.0,1,,17,17,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:18_idx1:18_idx2:15,none,factor,0.878710014800387,0.1,10.0,sfrcondgr,1.0,0.0,1,,18,18,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:19_idx1:19_idx2:15,none,factor,0.7578434900071869,0.1,10.0,sfrcondgr,1.0,0.0,1,,19,19,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:20_idx1:20_idx2:15,none,factor,0.69970557903601,0.1,10.0,sfrcondgr,1.0,0.0,1,,20,20,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:21_idx1:21_idx2:15,none,factor,0.7502183074250581,0.1,10.0,sfrcondgr,1.0,0.0,1,,21,21,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:22_idx1:22_idx2:15,none,factor,0.8438663364955704,0.1,10.0,sfrcondgr,1.0,0.0,1,,22,22,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:23_idx1:23_idx2:15,none,factor,1.202637498218209,0.1,10.0,sfrcondgr,1.0,0.0,1,,23,23,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:24_idx1:24_idx2:15,none,factor,1.285871026666047,0.1,10.0,sfrcondgr,1.0,0.0,1,,24,24,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:25_idx1:25_idx2:15,none,factor,1.294248198254426,0.1,10.0,sfrcondgr,1.0,0.0,1,,25,25,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:26_idx1:26_idx2:15,none,factor,1.261030937619507,0.1,10.0,sfrcondgr,1.0,0.0,1,,26,26,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:27_idx1:27_idx2:15,none,factor,1.204385727034595,0.1,10.0,sfrcondgr,1.0,0.0,1,,27,27,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:28_idx1:28_idx2:15,none,factor,1.24468547830337,0.1,10.0,sfrcondgr,1.0,0.0,1,,28,28,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:29_idx1:29_idx2:15,none,factor,1.318161536378013,0.1,10.0,sfrcondgr,1.0,0.0,1,,29,29,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:30_idx1:30_idx2:15,none,factor,1.312739466608604,0.1,10.0,sfrcondgr,1.0,0.0,1,,30,30,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:31_idx1:31_idx2:15,none,factor,1.307656341826898,0.1,10.0,sfrcondgr,1.0,0.0,1,,31,31,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:32_idx1:32_idx2:15,none,factor,1.258445007349354,0.1,10.0,sfrcondgr,1.0,0.0,1,,32,32,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:33_idx1:33_idx2:15,none,factor,1.106986833109356,0.1,10.0,sfrcondgr,1.0,0.0,1,,33,33,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:34_idx1:34_idx2:15,none,factor,0.9488620936749792,0.1,10.0,sfrcondgr,1.0,0.0,1,,34,34,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:35_idx1:35_idx2:15,none,factor,1.193139887242578,0.1,10.0,sfrcondgr,1.0,0.0,1,,35,35,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:36_idx1:36_idx2:15,none,factor,1.271838156631537,0.1,10.0,sfrcondgr,1.0,0.0,1,,36,36,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:37_idx1:37_idx2:15,none,factor,1.268494556004112,0.1,10.0,sfrcondgr,1.0,0.0,1,,37,37,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:38_idx1:38_idx2:15,none,factor,1.226953020858714,0.1,10.0,sfrcondgr,1.0,0.0,1,,38,38,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondgr_inst:0_ptype:gr_usecol:9_pstyle:m_idx0:39_idx1:39_idx2:15,none,factor,0.929357236425956,0.1,10.0,sfrcondgr,1.0,0.0,1,,39,39,15,0,,sfrcondgr,m,gr,9,,,
pname:sfrcondcn_inst:0_ptype:cn_usecol:9_pstyle:m,none,factor,0.6574643143611553,0.1,10.0,sfrcondcn,1.0,0.0,1,,,,,0,,sfrcondcn,m,cn,9,,,
pname:sfrgr_inst:0_ptype:gr_usecol:2_pstyle:m_idx0:0,none,factor,0.7645068119614801,0.1,10.0,sfrgr,1.0,0.0,1,,0,,,0,,sfrgr,m,gr,2,,,
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:0_j:0_x:125.00_y:9875.00_zone:1,none,factor,39.42979,15.0,50.0,icstrtlayer1,1.0,0.0,1,0,,,,0,0,icstrtlayer1,d,gr,,125.00,9875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:0_j:1_x:375.00_y:9875.00_zone:1,none,factor,39.36169,15.0,50.0,icstrtlayer1,1.0,0.0,1,0,,,,0,1,icstrtlayer1,d,gr,,375.00,9875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:0_j:2_x:625.00_y:9875.00_zone:1,none,factor,39.21803,15.0,50.0,icstrtlayer1,1.0,0.0,1,0,,,,0,2,icstrtlayer1,d,gr,,625.00,9875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:0_j:3_x:875.00_y:9875.00_zone:1,none,factor,39.00288,15.0,50.0,icstrtlayer1,1.0,0.0,1,0,,,,0,3,icstrtlayer1,d,gr,,875.00,9875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:0_j:4_x:1125.00_y:9875.00_zone:1,none,factor,38.76951,15.0,50.0,icstrtlayer1,1.0,0.0,1,0,,,,0,4,icstrtlayer1,d,gr,,1125.00,9875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:0_j:5_x:1375.00_y:9875.00_zone:1,none,factor,38.50444,15.0,50.0,icstrtlayer1,1.0,0.0,1,0,,,,0,5,icstrtlayer1,d,gr,,1375.00,9875.00,1
